pin,bank,pin_func,is_general_purpose,site
AK13,,VCCINT,0,
AK14,,GND,0,
AK15,,VCCINT,0,
AK16,,GND,0,
AK17,,VCCINT,0,
AK18,,GND,0,
AK19,,VCCINT,0,
AK20,,GND,0,
AK21,,VCCINT,0,
AK22,,GND,0,
AK23,,VCCINT,0,
AK24,,GND,0,
AK25,65,VREF_65,0,
AK29,63,VCCO_63,0,
AK3,,GND,0,
AK30,61,VREF_61,0,
AK33,62,VREF_62,0,
AK34,,GND,0,
AK35,,GND,0,
AK36,,MGTVCCAUX_LS,0,
AK37,,GND,0,
AK4,,GND,0,
AK40,,GND,0,
AK41,,MGTAVTT_LS,0,
AK42,,GND,0,
AK45,,GND,0,
AK46,,GND,0,
AK5,,GND,0,
AK8,,GND,0,
AK9,,MGTAVTT_RS,0,
AL1,,GND,0,
AL10,,MGTAVCC_RS,0,
AL11,,GND,0,
AL12,0,D02_0,0,
AL13,67,VREF_67,0,
AL16,66,VCCO_66,0,
AL18,66,VREF_66,0,
AL2,,GND,0,
AL23,64,VREF_64,0,
AL26,65,VCCO_65,0,
AL31,,GND,0,
AL35,,GND,0,
AL38,,MGTAVCC_LS,0,
AL39,,GND,0,
AL42,,GND,0,
AL43,,GND,0,
AL44,,GND,0,
AL5,,GND,0,
AL6,,MGTAVTT_RS,0,
AL7,,GND,0,
AM12,0,VBATT,0,
AM13,67,VCCO_67,0,
AM18,,GND,0,
AM23,64,VCCO_64,0,
AM28,,GND,0,
AM3,,GND,0,
AM33,62,VCCO_62,0,
AM35,,GND,0,
AM36,,MGTAVCC_LS,0,
AM37,,GND,0,
AM4,,GND,0,
AM40,,MGTAVTT_LS,0,
AM41,,GND,0,
AM42,,GND,0,
AM45,,GND,0,
AM46,,GND,0,
AM5,,GND,0,
AM8,,MGTAVTT_RS,0,
AM9,,GND,0,
AN1,,GND,0,
AN10,,GND,0,
AN11,,MGTAVCC_RS,0,
AN12,,GND,0,
AN15,,GND,0,
AN2,,GND,0,
AN20,66,VCCO_66,0,
AN25,,GND,0,
AN30,61,VCCO_61,0,
AN35,,GND,0,
AN38,,GND,0,
AN39,,MGTAVTT_LS,0,
AN42,,GND,0,
AN43,,GND,0,
AN44,,GND,0,
AN5,,GND,0,
AN6,,GND,0,
AN7,,MGTAVTT_RS,0,
AP12,,GND,0,
AP17,66,VCCO_66,0,
AP22,,GND,0,
AP27,65,VCCO_65,0,
AP3,,GND,0,
AP32,,GND,0,
AP35,,GND,0,
AP36,,GND,0,
AP37,,MGTAVCC_LS,0,
AP4,,GND,0,
AP40,,GND,0,
AP41,,MGTAVTT_LS,0,
AP42,,GND,0,
AP45,,GND,0,
AP46,,GND,0,
AP5,,GND,0,
AP8,,GND,0,
AP9,,MGTAVCC_RS,0,
AR1,,GND,0,
AR10,,MGTAVCC_RS,0,
AR11,,GND,0,
AR12,,GND,0,
AR14,67,VCCO_67,0,
AR19,,GND,0,
AR2,,GND,0,
AR24,64,VCCO_64,0,
AR29,,GND,0,
AR34,62,VCCO_62,0,
AR35,,GND,0,
AR38,,MGTAVCC_LS,0,
AR39,,GND,0,
AR42,,GND,0,
AR43,,GND,0,
AR44,,GND,0,
AR5,,GND,0,
AR6,,MGTAVTT_RS,0,
AR7,,GND,0,
AT12,,GND,0,
AT16,,GND,0,
AT21,64,VCCO_64,0,
AT26,,GND,0,
AT3,,GND,0,
AT31,61,VCCO_61,0,
AT35,,GND,0,
AT36,,MGTAVCC_LS,0,
AT37,,GND,0,
AT4,,GND,0,
AT40,,MGTAVTT_LS,0,
AT41,,GND,0,
AT42,,GND,0,
AT45,,GND,0,
AT46,,GND,0,
AT5,,GND,0,
AT8,,MGTAVTT_RS,0,
AT9,,GND,0,
AU1,,GND,0,
AU10,,GND,0,
AU11,,MGTAVCC_RS,0,
AU12,,GND,0,
AU18,66,VCCO_66,0,
AU2,,GND,0,
AU23,,GND,0,
AU28,65,VCCO_65,0,
AU33,,GND,0,
AU35,,GND,0,
AU38,,GND,0,
AU39,,MGTAVTT_LS,0,
AU42,,GND,0,
AU43,,GND,0,
AU44,,GND,0,
AU5,,GND,0,
AU6,,GND,0,
AU7,,MGTAVTT_RS,0,
AV12,,GND,0,
AV15,67,VCCO_67,0,
AV20,,GND,0,
AV25,65,VCCO_65,0,
AV3,,GND,0,
AV30,,GND,0,
AV35,,GND,0,
AV36,,GND,0,
AV37,,GND,0,
AV4,,GND,0,
AV40,,GND,0,
AV41,,MGTAVTT_LS,0,
AV42,,GND,0,
AV45,,GND,0,
AV46,,GND,0,
AV5,,GND,0,
AV8,,GND,0,
AV9,,MGTAVCC_RS,0,
AW1,,GND,0,
AW10,,GND,0,
AW11,,GND,0,
AW12,,GND,0,
AW17,,GND,0,
AW2,,GND,0,
AW22,64,VCCO_64,0,
AW27,,GND,0,
AW32,61,VCCO_61,0,
AW37,,GND,0,
AW38,,MGTAVCC_LS,0,
AW39,,GND,0,
AW42,,GND,0,
AW43,,GND,0,
AW44,,GND,0,
AW5,,GND,0,
AW6,,GND,0,
AW7,,MGTAVCC_RS,0,
AY1,,GND,0,
AY10,,GND,0,
AY14,,GND,0,
AY19,66,VCCO_66,0,
AY2,,GND,0,
AY21,,NC,0,
AY24,,GND,0,
AY29,61,VCCO_61,0,
AY3,,GND,0,
AY34,,GND,0,
AY37,,GND,0,
AY4,,GND,0,
AY40,,MGTAVCC_LS,0,
AY41,,GND,0,
AY42,,GND,0,
AY43,,GND,0,
AY44,,GND,0,
AY45,,GND,0,
AY46,,GND,0,
AY5,,GND,0,
AY6,,GND,0,
AY7,,GND,0,
AY8,,GND,0,
AY9,,GND,0,
B12,,GND,0,
B13,72,VCCO_72,0,
B18,,GND,0,
B2,,GND,0,
B23,74,VCCO_74,0,
B28,,GND,0,
B3,,MGTAVTT_RN,0,
B33,70,VCCO_70,0,
B38,,GND,0,
B4,,GND,0,
B41,,GND,0,
B42,129,MGTAVTTRCAL_LC,0,
B43,129,MGTRREF_LC,0,
B44,,GND,0,
B45,,GND,0,
B5,,GND,0,
B6,,GND,0,
B7,,GND,0,
B8,,GND,0,
B9,,MGTAVCC_RN,0,
BA10,68,VREF_68,0,
BA11,,GND,0,
BA16,67,VCCO_67,0,
BA21,,GND,0,
BA26,65,VCCO_65,0,
BA3,,GND,0,
BA31,,GND,0,
BA36,62,VCCO_62,0,
BA37,,GND,0,
BA38,,GND,0,
BA39,,GND,0,
BA4,225,MGTRREF_RS,0,
BA42,,MGTAVTT_LS,0,
BA43,,MGTAVTT_LS,0,
BA44,,GND,0,
BA5,225,MGTAVTTRCAL_RS,0,
BA6,,GND,0,
BB1,,GND,0,
BB13,67,VCCO_67,0,
BB18,,GND,0,
BB2,,GND,0,
BB23,64,VCCO_64,0,
BB28,,GND,0,
BB3,,GND,0,
BB33,62,VCCO_62,0,
BB39,,GND,0,
BB40,,GND,0,
BB41,,GND,0,
BB44,,GND,0,
BB45,,GND,0,
BB46,,GND,0,
BB6,,GND,0,
BB8,,GND,0,
BC10,68,VCCO_68,0,
BC15,,GND,0,
BC20,64,VCCO_64,0,
BC25,,GND,0,
BC3,,GND,0,
BC30,61,VCCO_61,0,
BC35,,GND,0,
BC4,,GND,0,
BC40,62,VCCO_62,0,
BC41,,GND,0,
BC42,,GND,0,
BC43,,MGTAVTT_LS,0,
BC44,,GND,0,
BC5,,MGTAVTT_RS,0,
BC6,,GND,0,
BD1,,GND,0,
BD12,,GND,0,
BD17,66,VCCO_66,0,
BD2,,MGTAVTT_RS,0,
BD22,,GND,0,
BD27,65,VCCO_65,0,
BD3,,GND,0,
BD32,,GND,0,
BD37,62,VCCO_62,0,
BD41,,GND,0,
BD44,,GND,0,
BD45,,MGTAVTT_LS,0,
BD46,,GND,0,
BD6,,GND,0,
BD7,68,VCCO_68,0,
BE14,67,VCCO_67,0,
BE19,,GND,0,
BE2,,GND,0,
BE24,64,VCCO_64,0,
BE29,,GND,0,
BE3,,GND,0,
BE34,62,VCCO_62,0,
BE39,,GND,0,
BE4,,MGTAVTT_RS,0,
BE41,,GND,0,
BE42,125,MGTAVTTRCAL_LS,0,
BE43,125,MGTRREF_LS,0,
BE44,,MGTAVTT_LS,0,
BE45,,GND,0,
BE5,,GND,0,
BE6,,GND,0,
BE9,,GND,0,
BF11,68,VCCO_68,0,
BF16,,GND,0,
BF21,64,VCCO_64,0,
BF26,,GND,0,
BF3,,GND,0,
BF31,61,VCCO_61,0,
BF36,,GND,0,
BF41,,GND,0,
BF44,,GND,0,
BF6,,GND,0,
C1,,GND,0,
C10,,MGTAVCC_RN,0,
C11,,GND,0,
C12,,GND,0,
C15,,GND,0,
C2,,GND,0,
C20,73,VCCO_73,0,
C25,,GND,0,
C30,71,VCCO_71,0,
C35,,GND,0,
C40,70,VCCO_70,0,
C41,,GND,0,
C44,,GND,0,
C45,,MGTAVTT_LN,0,
C46,,GND,0,
C5,,GND,0,
C6,229,MGTRREF_RC,0,
C7,229,MGTAVTTRCAL_RC,0,
D12,,GND,0,
D17,73,VCCO_73,0,
D22,,GND,0,
D27,71,VCCO_71,0,
D3,,GND,0,
D32,,GND,0,
D37,70,VCCO_70,0,
D4,,GND,0,
D41,,GND,0,
D42,,GND,0,
D43,,MGTAVTT_LN,0,
D44,,GND,0,
D5,,GND,0,
D8,,MGTAVTT_RN,0,
D9,,GND,0,
E1,,GND,0,
E10,,GND,0,
E11,,MGTAVCC_RN,0,
E12,,GND,0,
E14,72,VCCO_72,0,
E19,,GND,0,
E2,,GND,0,
E24,74,VCCO_74,0,
E29,,GND,0,
E34,70,VCCO_70,0,
E41,,GND,0,
E44,,GND,0,
E45,,GND,0,
E46,,GND,0,
E5,,GND,0,
E6,,GND,0,
E7,,MGTAVTT_RN,0,
F12,,GND,0,
F16,,GND,0,
F21,73,VCCO_73,0,
F26,,GND,0,
F3,,GND,0,
F31,69,VCCO_69,0,
F36,,GND,0,
F39,,GND,0,
F4,,GND,0,
F40,,GND,0,
F41,,GND,0,
F42,,MGTAVTT_LN,0,
F43,,MGTAVTT_LN,0,
F44,,GND,0,
F5,,GND,0,
F8,,GND,0,
F9,,MGTAVTT_RN,0,
G1,,GND,0,
G10,,MGTAVCC_RN,0,
G11,,GND,0,
G12,,GND,0,
G13,,GND,0,
G18,73,VCCO_73,0,
G2,,GND,0,
G23,,GND,0,
G28,71,VCCO_71,0,
G33,,GND,0,
G38,70,VCCO_70,0,
G39,,GND,0,
G42,,GND,0,
G43,,GND,0,
G44,,GND,0,
G45,,GND,0,
G46,,GND,0,
G5,,GND,0,
G6,,MGTAVTT_RN,0,
G7,,GND,0,
H12,,GND,0,
H15,72,VCCO_72,0,
H20,,GND,0,
H25,74,VCCO_74,0,
H3,,GND,0,
H30,,GND,0,
H35,70,VCCO_70,0,
H39,,GND,0,
H4,,GND,0,
H40,,MGTAVTT_LN,0,
H41,,GND,0,
H42,,GND,0,
H45,,GND,0,
H46,,GND,0,
H5,,GND,0,
H8,,MGTAVTT_RN,0,
H9,,GND,0,
J1,,GND,0,
J10,,GND,0,
J11,,MGTAVCC_RN,0,
J12,,GND,0,
J17,,GND,0,
J2,,GND,0,
J22,74,VCCO_74,0,
J27,,GND,0,
J32,69,VCCO_69,0,
J34,70,VREF_70,0,
J37,,GND,0,
J38,,GND,0,
J39,,GND,0,
J42,,GND,0,
J43,,GND,0,
J44,,GND,0,
J5,,GND,0,
J6,,GND,0,
J7,,MGTAVTT_RN,0,
K12,,GND,0,
K14,,GND,0,
K19,73,VCCO_73,0,
K24,,GND,0,
K29,71,VCCO_71,0,
K3,,GND,0,
K35,,GND,0,
K36,,GND,0,
K37,,GND,0,
K4,,GND,0,
K40,,GND,0,
K41,,MGTAVTT_LN,0,
K42,,GND,0,
K45,,GND,0,
K46,,GND,0,
K5,,GND,0,
K8,,GND,0,
K9,,MGTAVTT_RN,0,
L1,,GND,0,
L10,,MGTAVCC_RN,0,
L11,,GND,0,
L12,,GND,0,
L16,72,VCCO_72,0,
L2,,GND,0,
L21,,GND,0,
L26,71,VCCO_71,0,
L31,,GND,0,
L35,,GND,0,
L38,,MGTAVCC_LN,0,
L39,,GND,0,
L42,,GND,0,
L43,,GND,0,
L44,,GND,0,
L5,,GND,0,
L6,,MGTAVTT_RN,0,
L7,,GND,0,
M12,,GND,0,
M13,72,VCCO_72,0,
M18,,GND,0,
M23,74,VCCO_74,0,
M28,,GND,0,
M3,,GND,0,
M33,69,VCCO_69,0,
M35,,GND,0,
M36,,MGTAVCC_LN,0,
M37,,GND,0,
M4,,GND,0,
M40,,MGTAVTT_LN,0,
M41,,GND,0,
M42,,GND,0,
M45,,GND,0,
M46,,GND,0,
M5,,GND,0,
M8,,MGTAVTT_RN,0,
M9,,GND,0,
N1,,GND,0,
N10,,GND,0,
N11,,MGTAVCC_RN,0,
N12,,GND,0,
N15,,GND,0,
N2,,GND,0,
N20,73,VCCO_73,0,
N25,,GND,0,
N30,69,VCCO_69,0,
N35,,GND,0,
N38,,GND,0,
N39,,MGTAVCC_LN,0,
N42,,GND,0,
N43,,GND,0,
N44,,GND,0,
N5,,GND,0,
N6,,GND,0,
N7,,MGTAVTT_RN,0,
P12,,GND,0,
P17,73,VCCO_73,0,
P22,,GND,0,
P27,71,VCCO_71,0,
P3,,GND,0,
P32,,GND,0,
P35,,GND,0,
P36,,GND,0,
P37,,MGTAVCC_LN,0,
P4,,GND,0,
P40,,GND,0,
P41,,MGTAVTT_LN,0,
P42,,GND,0,
P45,,GND,0,
P46,,GND,0,
P5,,GND,0,
P8,,GND,0,
P9,,MGTAVTT_RN,0,
R1,,GND,0,
R10,,GND,0,
R11,,MGTVCCAUX_RN,0,
R12,0,M2_0,0,
R13,72,VREF_72,0,
R14,72,VCCO_72,0,
R17,73,VREF_73,0,
R19,,GND,0,
R2,,GND,0,
R22,74,VREF_74,0,
R24,74,VCCO_74,0,
R29,,GND,0,
R34,69,VCCO_69,0,
R35,,GND,0,
R38,,MGTAVCC_LN,0,
R39,,GND,0,
R42,,GND,0,
R43,,GND,0,
R44,,GND,0,
R5,,GND,0,
R6,,MGTAVTT_RN,0,
R7,,GND,0,
T12,,GND,0,
T13,,VCCINT,0,
T14,,GND,0,
T15,,VCCINT,0,
T16,,GND,0,
T17,,VCCINT,0,
T18,,GND,0,
T19,,VCCINT,0,
T20,,GND,0,
T21,,VCCINT,0,
T22,,GND,0,
T23,,VCCINT,0,
T24,,GND,0,
T25,,VCCINT_IO,0,
T29,71,VREF_71,0,
T3,,GND,0,
T31,69,VCCO_69,0,
T35,,GND,0,
T36,,MGTAVCC_LN,0,
T37,,GND,0,
T4,,GND,0,
T40,,MGTAVTT_LN,0,
T41,,GND,0,
T42,,GND,0,
T45,,GND,0,
T46,,GND,0,
T5,,GND,0,
T8,,MGTAVTT_RN,0,
T9,,GND,0,
U1,,GND,0,
U10,,GND,0,
U11,,MGTVCCAUX_RN,0,
U12,0,M1_0,0,
U13,,GND,0,
U14,,VCCINT,0,
U15,,GND,0,
U16,,VCCINT,0,
U17,,GND,0,
U18,,VCCINT,0,
U19,,GND,0,
U2,,GND,0,
U20,,VCCINT,0,
U21,,GND,0,
U22,,VCCINT,0,
U23,,GND,0,
U24,,VCCINT,0,
U25,,GND,0,
U26,,VCCAUX_IO,0,
U27,,GND,0,
U28,,VCCAUX_IO,0,
U29,69,VREF_69,0,
U33,,GND,0,
U35,,GND,0,
U38,,GND,0,
U39,,MGTAVCC_LN,0,
U42,,GND,0,
U43,,GND,0,
U44,,GND,0,
U5,,GND,0,
U6,,GND,0,
U7,,MGTAVTT_RN,0,
V12,0,M0_0,0,
V13,,VCCINT,0,
V14,,GND,0,
V15,,VCCINT,0,
V16,,GND,0,
V17,,VCCINT,0,
V18,,GND,0,
V19,,VCCINT,0,
V20,,GND,0,
V21,,VCCINT,0,
V22,,GND,0,
V23,,VCCINT,0,
V24,,GND,0,
V25,,VCCINT_IO,0,
V26,,GND,0,
V27,,VCCAUX_IO,0,
V28,,GND,0,
V29,,VCCAUX,0,
V3,,GND,0,
V30,,GND,0,
V35,,GND,0,
V36,,GND,0,
V37,,MGTAVCC_LN,0,
V4,,GND,0,
V40,,GND,0,
V41,,MGTAVTT_LN,0,
V42,,GND,0,
V45,,GND,0,
V46,,GND,0,
V5,,GND,0,
V8,,GND,0,
V9,,MGTAVTT_RN,0,
W1,,GND,0,
W10,,MGTAVCC_RN,0,
W11,,GND,0,
W12,0,RSVDGND,0,
W13,,GND,0,
W14,,VCCINT,0,
W15,,GND,0,
W16,,VCCINT,0,
W17,,GND,0,
W18,,VCCINT,0,
W19,,GND,0,
W2,,GND,0,
W20,,VCCINT,0,
W21,,GND,0,
W22,,VCCINT,0,
W23,,GND,0,
W24,,VCCINT,0,
W25,,GND,0,
W26,,VCCAUX_IO,0,
W27,,GND,0,
W28,,VCCAUX,0,
W29,,GND,0,
W32,63,VCCO_63,0,
W35,,GND,0,
W38,,MGTAVTT_LN,0,
W39,,GND,0,
W42,,GND,0,
W43,,GND,0,
W44,,GND,0,
W5,,GND,0,
W6,,MGTAVTT_RN,0,
W7,,GND,0,
Y12,0,INIT_B_0,0,
Y13,,VCCBRAM,0,
Y14,,GND,0,
Y15,,VCCINT,0,
Y16,,GND,0,
Y17,,VCCINT,0,
Y18,,GND,0,
Y19,,VCCINT,0,
Y20,,GND,0,
Y21,,VCCINT,0,
Y22,,GND,0,
Y23,,VCCINT,0,
Y24,,GND,0,
Y25,,VCCINT_IO,0,
Y26,,GND,0,
Y27,,VCCAUX_IO,0,
Y28,,GND,0,
Y29,,VCCAUX,0,
Y3,,GND,0,
Y34,,GND,0,
Y35,,GND,0,
Y36,,MGTVCCAUX_LN,0,
Y37,,GND,0,
Y4,,GND,0,
Y40,,MGTAVTT_LN,0,
Y41,,GND,0,
Y42,,GND,0,
Y45,,GND,0,
Y46,,GND,0,
Y5,,GND,0,
Y8,,MGTAVTT_RN,0,
Y9,,GND,0,
